CO-BRANCH;OFFICE;PRODUCT;GROUP;Jan-25;Feb-25;Mar-25;Apr-25;May-25;Jun-25;Jul-25;Aug-25;Sep-25;Oct-25;Nov-25;Dec-25;Jan-26;Feb-26;Mar-26;Apr-26;May-26;Jun-26
351 - LAMPUNG;353 - KCP METRO LAMPUNG;MULTIGUNA;NPF;0;0;0;0;0;0;0;0;0;0;14,73658089;13,82108879;12,89644177;12,89644177;11,96254828;11,01931585;10,0666511;9,1044597
351 - LAMPUNG;353 - KCP METRO LAMPUNG;PROHAJJ;NPF;67,98934152;67,98934152;61,58701615;19,25635868;16,6002432;52,75614547;40,78038939;55,8427634;55,8427634;84,71516697;84,71516697;83,88048873;83,03223913;83,03223913;83,03223913;82,17019751;81,29413962;81,29413962
351 - LAMPUNG;353 - KCP METRO LAMPUNG;SME;NPF;0;0;0;0;0;22,13756531;0;0;0;0;0;0;0;0;0;0;0;0
351 - LAMPUNG;355 - KCP ZA PAGAR ALAM LAMPUNG;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351 - LAMPUNG;355 - KCP ZA PAGAR ALAM LAMPUNG;KPR;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351 - LAMPUNG;355 - KCP ZA PAGAR ALAM LAMPUNG;MULTIGUNA;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351 - LAMPUNG;355 - KCP ZA PAGAR ALAM LAMPUNG;PROHAJJ;NPF;0;0;0;0;0;0;0;6,90725215;6,90725215;0;0;4,27706233;4,27706233;4,27706233;1,47184974;1,47184974;1,47184974;1,47184974
351 - LAMPUNG;355 - KCP ZA PAGAR ALAM LAMPUNG;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351 - LAMPUNG;356 - KCP KOTABUMI LAMPUNG;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351 - LAMPUNG;356 - KCP KOTABUMI LAMPUNG;KPR;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351 - LAMPUNG;356 - KCP KOTABUMI LAMPUNG;MULTIGUNA;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351 - LAMPUNG;356 - KCP KOTABUMI LAMPUNG;PROHAJJ;NPF;50,6651014;50,6651014;50,6651014;0;14,23437287;60,31478471;76,17887701;84,06622781;84,06622781;100,9214018;99,70902148;80,36919443;80,36919443;80,36919443;80,36919443;48,80323698;67,14444403;67,14444403
351 - LAMPUNG;356 - KCP KOTABUMI LAMPUNG;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;361 - PALEMBANG;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;361 - PALEMBANG;KPR;NPF;0;0;0;0;0;1298,346164;0;52,37816631;52,37816631;0;495,9887297;148,7472486;148,7472486;316,0798227;312,7715234;311,659747;438,4085555;309,4185783
361 - PALEMBANG;361 - PALEMBANG;MULTIGUNA;NPF;0;0;0;0;0;0;0;0;0;0;39,10167331;37,85603612;37,22464074;37,22464074;118,0292395;266,6431843;170,2276452;170,2276452
361 - PALEMBANG;361 - PALEMBANG;PROHAJJ;NPF;22,0980086;91,6290085;88,33888793;113,7761335;113,7761335;142,6483955;154,6920538;154,6920538;154,6920538;154,6920538;120,5503869;120,5503869;120,5503869;120,5503869;120,5503869;120,5503869;120,5503869;257,1950747
361 - PALEMBANG;361 - PALEMBANG;SME;NPF;0;0;0;0;0;2640,728686;0;0;0;0;0;0;0;0;0;530,6471583;0;0
361 - PALEMBANG;366 - KCP PLAJU;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;366 - KCP PLAJU;KPR;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;366 - KCP PLAJU;MULTIGUNA;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;366 - KCP PLAJU;PROHAJJ;NPF;0;0;0;29,13614181;16,64009456;16,64009456;16,64009456;0;0;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;366 - KCP PLAJU;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371 - PANGKAL PINANG;371 - PANGKAL PINANG;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371 - PANGKAL PINANG;371 - PANGKAL PINANG;KPR;NPF;0;0;0;0;0;216,1497427;0;0;0;0;266,860703;266,860703;266,860703;268,9923687;266,860703;266,860703;266,860703;266,860703
371 - PANGKAL PINANG;371 - PANGKAL PINANG;MULTIGUNA;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371 - PANGKAL PINANG;371 - PANGKAL PINANG;PROHAJJ;NPF;0;51,03953461;16,64036202;16,25535713;0;49,15107628;49,15107628;32,51071426;32,51071426;31,72182287;31,72182287;15,46646574;15,46646574;15,46646574;15,46646574;15,46646574;31,76536893;31,76536893
371 - PANGKAL PINANG;371 - PANGKAL PINANG;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371 - PANGKAL PINANG;372 - KCP TANJUNG PANDAN;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371 - PANGKAL PINANG;372 - KCP TANJUNG PANDAN;KPR;NPF;0;0;0;0;0;0;0;0;0;0;0;40,36747825;40,36747825;40,36747825;40,36747825;40,36747825;40,36747825;40,36747825
371 - PANGKAL PINANG;372 - KCP TANJUNG PANDAN;MULTIGUNA;NPF;0;0;0;0;32,04756668;32,04756668;32,04756668;32,04756668;32,04756668;0;32,04756668;32,04756668;32,04756668;32,04756668;32,04756668;30,26242812;29,35308852;29,35308852
371 - PANGKAL PINANG;372 - KCP TANJUNG PANDAN;PROHAJJ;NPF;53,04209602;52,33174441;52,33174441;48,68285151;47,96095002;51,60984292;51,60984292;51,60984292;51,60984292;50,41208956;37,96876094;37,23512177;36,48955407;36,48955407;36,48955407;36,48955407;36,48955407;36,48955407
371 - PANGKAL PINANG;372 - KCP TANJUNG PANDAN;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371 - PANGKAL PINANG;373 - KCP SUNGAILIAT;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371 - PANGKAL PINANG;373 - KCP SUNGAILIAT;KPR;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,58951641;0;0;0
371 - PANGKAL PINANG;373 - KCP SUNGAILIAT;MULTIGUNA;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371 - PANGKAL PINANG;373 - KCP SUNGAILIAT;PROHAJJ;NPF;0;0;0;31,72818494;0;30,1247484;30,1247484;30,1247484;30,1247484;0;0;0;0;0;0;0;11,58391384;0
371 - PANGKAL PINANG;373 - KCP SUNGAILIAT;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;398 - KCP BATURAJA;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;398 - KCP BATURAJA;KPR;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;398 - KCP BATURAJA;MULTIGUNA;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;398 - KCP BATURAJA;PROHAJJ;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;398 - KCP BATURAJA;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;401 - KCP ENIM;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;401 - KCP ENIM;KPR;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;401 - KCP ENIM;MULTIGUNA;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;401 - KCP ENIM;PROHAJJ;NPF;0;0;0;0;27,62049655;0;0;0;0;0;0;0;0;0;0;0;0;0
361 - PALEMBANG;401 - KCP ENIM;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221 - PEKANBARU;411 - BATAM;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221 - PEKANBARU;411 - BATAM;KPR;NPF;0;0;0;0;0;251,6405887;151,4499065;146,5208857;146,5208857;0;107,9583501;64,32580004;64,32580004;134,7951642;62,43926344;62,43926344;74,99518171;144,5978797
221 - PEKANBARU;411 - BATAM;MULTIGUNA;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,21221938;32,21221938
221 - PEKANBARU;411 - BATAM;PROHAJJ;NPF;82,08828563;81,23314;80,79511105;0;0;79,89757109;79,89757109;79,89757109;79,89757109;79,89757109;79,89757109;79,89757109;79,89757109;79,89757109;79,89757109;79,89757109;79,89757109;79,89757109
221 - PEKANBARU;411 - BATAM;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421 - PADANG;421 - PADANG;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25,90634552
421 - PADANG;421 - PADANG;KPR;NPF;0;0;0;0;0;84,31158556;0;0;0;0;0;0;181,3699337;0;270,7924028;313,3896037;324,5719705;324,5719705
421 - PADANG;421 - PADANG;MULTIGUNA;NPF;0;0;21,82766351;0;50,33970491;50,33970491;50,33970491;50,33970491;50,33970491;50,33970491;50,33970491;50,33970491;50,33970491;50,33970491;50,33970491;50,33970491;50,33970491;50,33970491
421 - PADANG;421 - PADANG;PROHAJJ;NPF;64,07287174;32,65293659;32,65293659;0;0;59,84241189;32,65293659;58,09018213;58,09018213;55,35354461;32,65293659;32,65293659;32,65293659;52,48123669;52,48123669;52,48123669;52,48123669;52,48123669
421 - PADANG;421 - PADANG;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421 - PADANG;422 - KCP BUKITTINGGI;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421 - PADANG;422 - KCP BUKITTINGGI;KPR;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421 - PADANG;422 - KCP BUKITTINGGI;MULTIGUNA;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421 - PADANG;422 - KCP BUKITTINGGI;PROHAJJ;NPF;0;17,01920712;0;0;0;15,46646574;15,46646574;15,46646574;15,46646574;15,06237401;15,06237401;14,651712;14,651712;14,651712;14,651712;14,651712;14,651712;14,651712
421 - PADANG;422 - KCP BUKITTINGGI;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421 - PADANG;423 - KCP PAYAKUMBUH;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421 - PADANG;423 - KCP PAYAKUMBUH;KPR;NPF;0;0;0;0;0;0;0;0;0;0;174,3991541;0;174,3524804;174,2579628;174,2101125;174,1618635;174,1618635;174,1618635
421 - PADANG;423 - KCP PAYAKUMBUH;MULTIGUNA;NPF;0;0;0;0;25,93989664;25,93989664;25,93989664;25,93989664;25,93989664;25,93989664;25,93989664;25,93989664;25,93989664;25,93989664;25,93989664;25,93989664;25,93989664;25,93989664
421 - PADANG;423 - KCP PAYAKUMBUH;PROHAJJ;NPF;19,50673148;19,50673148;19,50673148;0;0;19,50673148;19,50673148;19,50673148;19,50673148;19,50673148;19,50673148;19,50673148;19,50673148;19,50673148;19,50673148;19,50673148;19,50673148;19,50673148
421 - PADANG;423 - KCP PAYAKUMBUH;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421 - PADANG;424 - KCP SOLOK;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421 - PADANG;424 - KCP SOLOK;KPR;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421 - PADANG;424 - KCP SOLOK;MULTIGUNA;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51,12619525
421 - PADANG;424 - KCP SOLOK;PROHAJJ;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421 - PADANG;424 - KCP SOLOK;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;431 - BENGKULU;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1449,81
431 - BENGKULU;431 - BENGKULU;KPR;NPF;0;0;0;0;0;89,64475449;89,64475449;87,70975202;87,70975202;87,70975202;87,70975202;87,70975202;124,8793532;124,8793532;124,8793532;124,8793532;126,0822641;126,0822641
431 - BENGKULU;431 - BENGKULU;MULTIGUNA;NPF;0;0;30,87872241;0;29,85853776;29,85853776;29,85853776;86,18577085;86,18577085;83,56291316;82,23506878;80,89615903;87,99365531;94,17517552;92,80251331;91,41841225;90,02277702;88,61551149
431 - BENGKULU;431 - BENGKULU;PROHAJJ;NPF;24,75091774;24,75091774;24,75091774;0;0;38,5611658;38,13014498;65,18052456;65,18052456;53,59661072;53,59661072;53,59661072;53,59661072;53,59661072;53,59661072;63,2655696;63,2655696;62,76721394
431 - BENGKULU;431 - BENGKULU;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;432 - KCP CURUP;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;432 - KCP CURUP;KPR;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;432 - KCP CURUP;MULTIGUNA;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;432 - KCP CURUP;PROHAJJ;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;432 - KCP CURUP;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;441 - JAMBI;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;441 - JAMBI;KPR;NPF;0;0;0;0;0;946,7655951;347,2088426;386,4424311;386,4424311;235,1439299;604,4768124;416,7689544;809,3407183;810,4084017;500,387982;819,1458296;892,7899655;721,1471212
431 - BENGKULU;441 - JAMBI;MULTIGUNA;NPF;0;8,01747314;8,01747314;0;8,01747314;7,15880988;7,15880988;7,15880988;7,15880988;6,29227554;53,09239265;6,29227554;6,29227554;6,29227554;12,73471941;12,73471941;12,73471941;12,73471941
431 - BENGKULU;441 - JAMBI;PROHAJJ;NPF;32,90244952;32,90244952;17,2210716;0;0;32,68753734;32,68753734;43,05361532;43,05361532;43,05361532;43,05361532;43,05361532;43,05361532;77,71018435;62,24371861;85,41154679;85,41154679;85,41154679
431 - BENGKULU;441 - JAMBI;SME;NPF;0;0;0;0;0;231,6171881;231,6171881;0;0;0;0;0;0;0;187,1939935;0;176,3445378;190,7891532
431 - BENGKULU;442 - KCP MUARA BUNGO;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155,707;155,707
431 - BENGKULU;442 - KCP MUARA BUNGO;KPR;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;442 - KCP MUARA BUNGO;MULTIGUNA;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;442 - KCP MUARA BUNGO;PROHAJJ;NPF;0;0;0;12,49606779;12,49606779;12,49606779;12,49606779;12,49606779;12,49606779;12,49606779;12,49606779;0;19,33791835;19,33791835;19,33791835;16,29890319;15,25277935;0
431 - BENGKULU;442 - KCP MUARA BUNGO;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221 - PEKANBARU;451 - TANJUNG PINANG;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221 - PEKANBARU;451 - TANJUNG PINANG;KPR;NPF;0;0;0;0;0;0;0;0;0;0;107,0572495;107,0572495;107,0572495;107,0572495;121,1052025;121,1052025;270,9046973;270,9046973
221 - PEKANBARU;451 - TANJUNG PINANG;MULTIGUNA;NPF;0;0;0;0;0;12,20100645;11,1461797;11,1461797;11,1461797;11,1461797;38,750224;71,62126823;71,62126823;71,62126823;71,62126823;71,62126823;71,62126823;148,1976621
221 - PEKANBARU;451 - TANJUNG PINANG;PROHAJJ;NPF;108,2705056;108,2705056;121,6497328;0;0;104,6305257;104,6305257;104,6305257;104,6305257;104,6305257;132,6751466;104,6305257;104,6305257;104,6305257;104,6305257;130,6229601;130,6229601;130,6229601
221 - PEKANBARU;451 - TANJUNG PINANG;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
482 - MEDAN BARU;467 - KCP STABAT;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;5,95482345;5,95482345;0;0;0
482 - MEDAN BARU;467 - KCP STABAT;KPR;NPF;0;0;0;0;0;127,4900952;0;27,51570549;27,51570549;27,51570549;27,51570549;27,51570549;27,51570549;27,51570549;27,51570549;27,51570549;27,51570549;27,51570549
482 - MEDAN BARU;467 - KCP STABAT;MULTIGUNA;NPF;0;0;0;0;101,3651707;99,70948865;98,03724982;98,03724982;98,03724982;0;339,7055646;338,2717527;336,821213;336,821213;333,8089214;330,3801612;392,1367642;489,0824796
482 - MEDAN BARU;467 - KCP STABAT;PROHAJJ;NPF;63,34278157;77,99449357;77,99449357;14,651712;0;77,99449357;86,06026453;86,06026453;86,06026453;86,53718365;78,47141269;78,47141269;78,47141269;78,47141269;78,47141269;89,1132905;89,1132905;89,1132905
482 - MEDAN BARU;467 - KCP STABAT;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;473 - KCP MANNA BENGKULU;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;473 - KCP MANNA BENGKULU;KPR;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;473 - KCP MANNA BENGKULU;MULTIGUNA;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;473 - KCP MANNA BENGKULU;PROHAJJ;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;473 - KCP MANNA BENGKULU;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;474 - KCP ARGA MAKMUR;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;474 - KCP ARGA MAKMUR;KPR;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;474 - KCP ARGA MAKMUR;MULTIGUNA;NPF;0;0;0;0;0;0;1,66332483;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;474 - KCP ARGA MAKMUR;PROHAJJ;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431 - BENGKULU;474 - KCP ARGA MAKMUR;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
482 - MEDAN BARU;482 - MEDAN BARU;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116,7289352
482 - MEDAN BARU;482 - MEDAN BARU;KPR;NPF;0;0;0;0;0;0;0;0;0;0;1020,211382;1020,211382;1020,211382;1020,211382;1020,211382;1020,211382;1020,211382;1020,211382
482 - MEDAN BARU;482 - MEDAN BARU;MULTIGUNA;NPF;0;0;0;0;0;0;74,78211632;74,78211632;74,78211632;74,78211632;108,0982534;106,1794203;105,5397262;105,5397262;102,9479296;102,2740947;102,2740947;101,5923984
482 - MEDAN BARU;482 - MEDAN BARU;PROHAJJ;NPF;21,42641508;21,42641508;21,42641508;0;0;33,92246233;33,47007341;33,47007341;33,47007341;33,01032892;33,01032892;32,54310926;32,06829289;21,42641508;21,42641508;21,42641508;21,42641508;21,42641508
482 - MEDAN BARU;482 - MEDAN BARU;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;959,851191;0;0;0;0
371 - PANGKAL PINANG;495 - KCP KOBA;CICIL_EMAS;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28,469
371 - PANGKAL PINANG;495 - KCP KOBA;KPR;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371 - PANGKAL PINANG;495 - KCP KOBA;MULTIGUNA;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371 - PANGKAL PINANG;495 - KCP KOBA;PROHAJJ;NPF;0;19,93086824;19,93086824;19,93086824;19,93086824;19,93086824;19,93086824;19,93086824;19,93086824;21,72386443;0;0;0;0;0;0;0;0
371 - PANGKAL PINANG;495 - KCP KOBA;SME;NPF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
