CO-BRANCH;OFFICE;;PRODUCT;GROUP;Jan-25;Feb-25;Mar-25;Apr-25;May-25;Jun-25;Jul-25;Aug-25;Sep-25;Oct-25;Nov-25;Dec-25;Jan-26;Feb-26;Mar-26;Apr-26;May-26;Jun-26
431 - BENGKULU;432 - KCP CURUP;KCP CURUP;SHSS/SHIFA;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
431 - BENGKULU;432 - KCP CURUP;KCP CURUP;SAHAJA;Distribusi;0;0;0;0;0;0;0;0;0;0; 7.500.000 ; 7.500.000 ;0;0; -   ; -   ; -   ; -   
431 - BENGKULU;441 - JAMBI;JAMBI;ASHA Prima;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
431 - BENGKULU;441 - JAMBI;JAMBI;ASHAR USD;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
431 - BENGKULU;441 - JAMBI;JAMBI;SHSS/SHIFA;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
431 - BENGKULU;441 - JAMBI;JAMBI;SAHAJA;Distribusi;0;0;0;0;0;0;0;0;0; 7.500.000 ;0; 128.220.000 ;0;0; -   ; 10.687.500 ; -   ; -   
431 - BENGKULU;442 - KCP MUARA BUNGO;KCP MUARA BUNGO;ASHA Prima;Referral;0;0;0;0;0;0;0;0; 6.750.000 ; 16.000.000 ; 48.000.000 ; 41.000.000 ;0; 25.000.000 ; 16.000.000 ; 48.000.000 ; 16.000.000 ; 16.000.000 
431 - BENGKULU;442 - KCP MUARA BUNGO;KCP MUARA BUNGO;ASHAR USD;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
431 - BENGKULU;442 - KCP MUARA BUNGO;KCP MUARA BUNGO;SHSS/SHIFA;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
431 - BENGKULU;442 - KCP MUARA BUNGO;KCP MUARA BUNGO;SAHAJA;Distribusi;0;0;0;0;0;0;0;0;0; 15.000.000 ;0; 41.000.000 ;0;0; -   ; -   ; -   ; -   
221 - PEKANBARU;451 - TANJUNG PINANG;TANJUNG PINANG;ASHA Prima;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
221 - PEKANBARU;451 - TANJUNG PINANG;TANJUNG PINANG;ASHAR USD;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
221 - PEKANBARU;451 - TANJUNG PINANG;TANJUNG PINANG;SHSS/SHIFA;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
221 - PEKANBARU;451 - TANJUNG PINANG;TANJUNG PINANG;SAHAJA;Distribusi;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
482 - MEDAN BARU;467 - KCP STABAT;KCP STABAT;ASHA Prima;Referral;0;0;0;0;0;0;0;0;0;0;0; 16.000.000 ;0;0; -   ; 25.000.000 ; -   ; -   
482 - MEDAN BARU;467 - KCP STABAT;KCP STABAT;ASHAR USD;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
482 - MEDAN BARU;467 - KCP STABAT;KCP STABAT;SHSS/SHIFA;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
482 - MEDAN BARU;467 - KCP STABAT;KCP STABAT;SAHAJA;Distribusi;0;0;0;0;0;0;0;0;0;21000000;0; 15.000.000 ;0;0; -   ; -   ; -   ; -   
431 - BENGKULU;473 - KCP MANNA BENGKULU;KCP MANNA BENGKULU;ASHA Prima;Referral;0;0;0;0;0;0;0;0; 32.000.000 ;0;0;0;0;0; -   ; -   ; -   ; -   
431 - BENGKULU;473 - KCP MANNA BENGKULU;KCP MANNA BENGKULU;ASHAR USD;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
431 - BENGKULU;473 - KCP MANNA BENGKULU;KCP MANNA BENGKULU;SHSS/SHIFA;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
431 - BENGKULU;473 - KCP MANNA BENGKULU;KCP MANNA BENGKULU;SAHAJA;Distribusi;0;0;0;0;0;0;0;0;0;0;0; 11.280.000 ;0;0; -   ; -   ; -   ; -   
431 - BENGKULU;474 - KCP ARGA MAKMUR;KCP ARGA MAKMUR;ASHA Prima;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
431 - BENGKULU;474 - KCP ARGA MAKMUR;KCP ARGA MAKMUR;ASHAR USD;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
431 - BENGKULU;474 - KCP ARGA MAKMUR;KCP ARGA MAKMUR;SHSS/SHIFA;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
431 - BENGKULU;474 - KCP ARGA MAKMUR;KCP ARGA MAKMUR;SAHAJA;Distribusi;0;0;0;0;0;0;0;0;0; 15.000.000 ;0; 31.500.000 ;0;0; -   ; -   ; -   ; 7.500.000 
482 - MEDAN BARU;482 - MEDAN BARU;MEDAN BARU;ASHA Prima;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; 40.000.000 ; -   ; -   
482 - MEDAN BARU;482 - MEDAN BARU;MEDAN BARU;ASHAR USD;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
482 - MEDAN BARU;482 - MEDAN BARU;MEDAN BARU;SHSS/SHIFA;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
482 - MEDAN BARU;482 - MEDAN BARU;MEDAN BARU;SAHAJA;Distribusi;0;0;0;0;0;0;0;0;0;0;0; 12.000.000 ; 15.000.000 ;0; -   ; -   ; -   ; -   
371 - PANGKAL PINANG;495 - KCP KOBA;KCP KOBA;ASHA Prima;Referral;0;0;0;0;0;0;0;0;0; 36.000.000 ; 20.000.000 ; 25.000.000 ; 20.000.000 ; 32.000.000 ; 40.000.000 ; 33.000.000 ; 16.000.000 ; -   
371 - PANGKAL PINANG;495 - KCP KOBA;KCP KOBA;ASHAR USD;Referral;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   
371 - PANGKAL PINANG;495 - KCP KOBA;KCP KOBA;SHSS/SHIFA;Referral;;;;;;;;;0;0;0;0;0;0; -   ; -   ; -   ; -   
371 - PANGKAL PINANG;495 - KCP KOBA;KCP KOBA;SAHAJA;Distribusi;;;;;;;;;0; 45.000.000 ; 15.000.000 ;0;0;0; -   ; -   ; -   ; -   
